impact_dev_ratio,area,weight
-0.208023963533863,1390,4
-0.0636446143026533,1000,4
-0.322924376402372,650,4
0.0373448553957095,5566,3
-0.0332814639455132,2972,19
1.17542699681676,4409,14
3.04676359530525,2267,4
