recovery_time,impact_deviation,weight
4,1.33490129771359,1
4,-0.208023963533863,4
12,NaN,1
12,1.33301180877911,1
2,0.497127844536617,6
0.142857142857143,-0.911412714958956,30
0,-0.670537338408875,6
2,1.89210515448144,4
12,3.36507914074322,1
12,1.56688897554134,20
1.42857142857143,-1.51340417492722,9
8,1.67853844076039,9
8,3.04676359530525,4
1.42857142857143,0.974588971860101,17
