impact_dev_ratio,area,weight
-0.323263316564678,1390,4
-0.0650352921886296,1000,4
-0.314591159745884,650,4
0.0347562673643309,5566,3
-0.0479386897827,2972,19
1.15264165029642,4409,14
2.96618452843647,2267,4
