recovery_time,impact_deviation,weight
4,0.922369638675302,1
4,-0.146950841415027,4
12,-0.738345350577057,1
12,0.920738589598106,1
2,0.701186757058046,6
0.142857142857143,-0.773618877180082,30
0,-0.873311453113977,6
2,1.29867851125388,4
12,2.259399329246,1
12,1.00638443994636,20
1.42857142857143,-1.49769416230194,9
8,1.02362512152138,9
8,2.11099947586271,4
1.42857142857143,0.85058620508394,17
