Homunculus_Category_ 1,Homunculus_Category_ 2,Homunculus_Category_ 3,Homunculus_Category_ 4,Homunculus_Category_ 5,Homunculus_Category_ 6,Homunculus_Category_ 7,Homunculus_Category_ 8,Homunculus_Category_ 9,Homunculus_Category_10,Homunculus_Category_11,Homunculus_Category_12,Homunculus_Category_13,Homunculus_Category_14,Homunculus_Category_15,Homunculus_Category_16,Homunculus_Category_17,Homunculus_Category_18,Homunculus_Category_19,Homunculus_Category_20,Homunculus_Category_21,Deviation_Ratio_ 1,Deviation_Ratio_ 2,Deviation_Ratio_ 3,Deviation_Ratio_ 4,Deviation_Ratio_ 5,Deviation_Ratio_ 6,Deviation_Ratio_ 7,Deviation_Ratio_ 8,Deviation_Ratio_ 9,Deviation_Ratio_10,Deviation_Ratio_11,Deviation_Ratio_12,Deviation_Ratio_13,Deviation_Ratio_14,Deviation_Ratio_15,Deviation_Ratio_16,Deviation_Ratio_17,Deviation_Ratio_18,Deviation_Ratio_19,Deviation_Ratio_20,Deviation_Ratio_21
1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,22,0.96,1,1,1,0.950980392156863,1,1,1,1,1,1,1,1,1,0.730769230769231,NaN,0,0,0.5,0.5,1
